name,width,height,fx,fy,hfov_deg_raw,vfov_deg_raw,tilt_fov_deg,clipped,status,error
train_000000_rgb.png,559.9999389648438,559.9999389648438,464.6766052246094,464.6766052246094,62.1437726538765,62.1437726538765,62.1437726538765,0,ok,
train_000001_rgb.png,559.9999389648438,559.9999389648438,1109.474853515625,1109.474853515625,28.328124205263258,28.328124205263258,28.328124205263258,0,ok,
train_000002_rgb.png,559.9999389648438,559.9999389648438,1142.8531494140625,1142.8531494140625,27.53269061980733,27.53269061980733,27.53269061980733,0,ok,
train_000003_rgb.png,559.9999389648438,559.9999389648438,985.197265625,985.197265625,31.731043978074087,31.731043978074087,31.731043978074087,0,ok,
train_000004_rgb.png,559.9999389648438,559.9999389648438,705.87109375,705.87109375,43.273776807450496,43.273776807450496,43.273776807450496,0,ok,
train_000005_rgb.png,559.9999389648438,559.9999389648438,810.3792114257812,810.379150390625,38.121823173117825,38.12182658821241,38.121823173117825,0,ok,
train_000006_rgb.png,559.9999389648438,559.9999389648438,714.934814453125,714.934814453125,42.77499882821573,42.77499882821573,42.77499882821573,0,ok,
train_000007_rgb.png,559.9999389648438,559.9999389648438,718.810546875,718.810546875,42.565045643318705,42.565045643318705,42.565045643318705,0,ok,
train_000008_rgb.png,559.9999389648438,559.9999389648438,860.41015625,860.41015625,36.05248417537364,36.05248417537364,36.05248417537364,0,ok,
train_000009_rgb.png,559.9999389648438,559.9999389648438,747.7035522460938,747.7034912109375,41.05982904459881,41.05983245969339,41.05982904459881,0,ok,
train_000010_rgb.png,559.9999389648438,559.9999389648438,748.1375122070312,748.1375122070312,41.037999760011445,41.037999760011445,41.037999760011445,0,ok,
train_000011_rgb.png,559.9999389648438,559.9999389648438,382.74560546875,382.74560546875,72.37514331355631,72.37514331355631,72.37514331355631,0,ok,
train_000012_rgb.png,559.9999389648438,559.9999389648438,752.6740112304688,752.6739501953125,40.81110087578362,40.811104290878205,40.81110087578362,0,ok,
train_000013_rgb.png,559.9999389648438,559.9999389648438,2072.642333984375,2072.642333984375,15.387389964115933,15.387389964115933,20.0,1,ok,
train_000014_rgb.png,559.9999389648438,559.9999389648438,761.5867919921875,761.5869140625,40.372244146137376,40.37223731594821,40.372244146137376,0,ok,
train_000015_rgb.png,559.9999389648438,559.9999389648438,1039.4298095703125,1039.4298095703125,30.152751185424222,30.152751185424222,30.152751185424222,0,ok,
train_000016_rgb.png,559.9999389648438,559.9999389648438,814.7066040039062,814.7066040039062,37.93384270678073,37.93384270678073,37.93384270678073,0,ok,
train_000017_rgb.png,559.9999389648438,559.9999389648438,1328.3621826171875,1328.3621826171875,23.805796191642578,23.805796191642578,23.805796191642578,0,ok,
train_000018_rgb.png,559.9999389648438,559.9999389648438,1296.0948486328125,1296.0948486328125,24.380940808439966,24.380940808439966,24.380940808439966,0,ok,
train_000019_rgb.png,559.9999389648438,559.9999389648438,835.65576171875,835.65576171875,37.04851358656368,37.04851358656368,37.04851358656368,0,ok,
train_000020_rgb.png,559.9999389648438,559.9999389648438,723.3681030273438,723.3680419921875,42.32066147481565,42.32066488991023,42.32066147481565,0,ok,
train_000021_rgb.png,559.9999389648438,559.9999389648438,494.5907897949219,494.5907897949219,59.030524618860504,59.030524618860504,59.030524618860504,0,ok,
train_000022_rgb.png,559.9999389648438,559.9999389648438,951.5153198242188,951.5153198242188,32.79487667715484,32.79487667715484,32.79487667715484,0,ok,
train_000023_rgb.png,559.9999389648438,559.9999389648438,644.3606567382812,644.360595703125,46.97366979027889,46.97367662046806,46.97366979027889,0,ok,
train_000024_rgb.png,559.9999389648438,559.9999389648438,853.0263061523438,853.0263061523438,36.34412642274402,36.34412642274402,36.34412642274402,0,ok,
train_000025_rgb.png,559.9999389648438,559.9999389648438,1083.16015625,1083.16015625,28.98767459227637,28.98767459227637,28.98767459227637,0,ok,
train_000026_rgb.png,559.9999389648438,559.9999389648438,696.1862182617188,696.1862182617188,43.81911277116265,43.81911277116265,43.81911277116265,0,ok,
train_000027_rgb.png,559.9999389648438,559.9999389648438,749.65625,749.65625,40.96177143377952,40.96177143377952,40.96177143377952,0,ok,
train_000028_rgb.png,559.9999389648438,559.9999389648438,1178.2027587890625,1178.2027587890625,26.736715741859676,26.736715741859676,26.736715741859676,0,ok,
train_000029_rgb.png,559.9999389648438,559.9999389648438,817.396240234375,817.396240234375,37.81790024561977,37.81790024561977,37.81790024561977,0,ok,
train_000030_rgb.png,559.9999389648438,559.9999389648438,593.025146484375,593.025146484375,50.5491747830376,50.5491747830376,50.5491747830376,0,ok,
train_000031_rgb.png,559.9999389648438,559.9999389648438,1436.16943359375,1436.1690673828125,22.064340425004865,22.06434554764674,22.064340425004865,0,ok,
train_000032_rgb.png,559.9999389648438,559.9999389648438,700.8623657226562,700.8623657226562,43.55418680873078,43.55418680873078,43.55418680873078,0,ok,
train_000033_rgb.png,559.9999389648438,559.9999389648438,932.4414672851562,932.4414672851562,33.42864993024032,33.42864993024032,33.42864993024032,0,ok,
train_000034_rgb.png,559.9999389648438,559.9999389648438,1097.7628173828125,1097.7628173828125,28.61801109401694,28.61801109401694,28.61801109401694,0,ok,
train_000035_rgb.png,559.9999389648438,559.9999389648438,553.004638671875,553.004638671875,53.70845146287032,53.70845146287032,53.70845146287032,0,ok,
train_000036_rgb.png,559.9999389648438,559.9999389648438,705.7244262695312,705.724365234375,43.28193888350866,43.28194229860325,43.28193888350866,0,ok,
train_000037_rgb.png,559.9999389648438,559.9999389648438,1166.078857421875,1166.0787353515625,27.004573562992775,27.004575270540066,27.004573562992775,0,ok,
train_000038_rgb.png,559.9999389648438,559.9999389648438,793.7824096679688,793.7824096679688,38.85971582991098,38.85971582991098,38.85971582991098,0,ok,
train_000039_rgb.png,559.9999389648438,559.9999389648438,948.0537719726562,948.0537719726562,32.908155364539496,32.908155364539496,32.908155364539496,0,ok,
train_000040_rgb.png,559.9999389648438,559.9999389648438,595.9906616210938,595.9906616210938,50.32883629550758,50.32883629550758,50.32883629550758,0,ok,
train_000041_rgb.png,559.9999389648438,559.9999389648438,1819.6495361328125,1819.6495361328125,17.495640549561674,17.495640549561674,20.0,1,ok,
train_000042_rgb.png,559.9999389648438,559.9999389648438,649.74267578125,649.74267578125,46.626265878524535,46.626265878524535,46.626265878524535,0,ok,
train_000043_rgb.png,559.9999389648438,559.9999389648438,1136.404541015625,1136.404541015625,27.68293599852739,27.68293599852739,27.68293599852739,0,ok,
train_000044_rgb.png,559.9999389648438,559.9999389648438,808.9598999023438,808.9598999023438,38.183868611538216,38.183868611538216,38.183868611538216,0,ok,
train_000045_rgb.png,559.9999389648438,559.9999389648438,569.7853393554688,569.7853393554688,52.34021089286044,52.34021089286044,52.34021089286044,0,ok,
train_000046_rgb.png,559.9999389648438,559.9999389648438,772.3628540039062,772.3627319335938,39.853576656039536,39.85358007113412,39.853576656039536,0,ok,
train_000047_rgb.png,559.9999389648438,559.9999389648438,792.7327880859375,792.7327880859375,38.907305172953045,38.907305172953045,38.907305172953045,0,ok,
train_000048_rgb.png,559.9999389648438,559.9999389648438,879.672119140625,879.672119140625,35.3125834429645,35.3125834429645,35.3125834429645,0,ok,
train_000049_rgb.png,559.9999389648438,559.9999389648438,834.9420166015625,834.9420166015625,37.078020003778136,37.078020003778136,37.078020003778136,0,ok,
train_000050_rgb.png,559.9999389648438,559.9999389648438,483.9955139160156,483.9955139160156,60.10028250704624,60.10028250704624,60.10028250704624,0,ok,
train_000051_rgb.png,559.9999389648438,559.9999389648438,1015.753173828125,1015.753173828125,30.82253319581401,30.82253319581401,30.82253319581401,0,ok,
train_000052_rgb.png,559.9999389648438,559.9999389648438,449.2042541503906,449.2042541503906,63.87258915545511,63.87258915545511,63.87258915545511,0,ok,
train_000053_rgb.png,559.9999389648438,559.9999389648438,935.2359619140625,935.236083984375,33.334311357424106,33.334304527234934,33.334311357424106,0,ok,
train_000054_rgb.png,559.9999389648438,559.9999389648438,714.5971069335938,714.5971069335938,42.79338228236682,42.79338228236682,42.79338228236682,0,ok,
train_000055_rgb.png,559.9999389648438,559.9999389648438,663.2218627929688,663.2218017578125,45.77713676090855,45.77714017600314,45.77713676090855,0,ok,
train_000056_rgb.png,559.9999389648438,559.9999389648438,734.7100830078125,734.7101440429688,41.723952243261245,41.723948828166655,41.723952243261245,0,ok,
train_000057_rgb.png,559.9999389648438,559.9999389648438,674.3257446289062,674.3258056640625,45.099336108433164,45.09933269333858,45.099336108433164,0,ok,
train_000058_rgb.png,559.9999389648438,559.9999389648438,1528.9776611328125,1528.9776611328125,20.75504951017407,20.75504951017407,20.75504951017407,0,ok,
train_000059_rgb.png,559.9999389648438,559.9999389648438,677.3410034179688,677.3409423828125,44.918551246386684,44.91855466148127,44.918551246386684,0,ok,
train_000060_rgb.png,559.9999389648438,559.9999389648438,966.9779052734375,966.9779052734375,32.2980043206985,32.2980043206985,32.2980043206985,0,ok,
train_000061_rgb.png,559.9999389648438,559.9999389648438,859.372802734375,859.372802734375,36.093185272637754,36.093185272637754,36.093185272637754,0,ok,
train_000062_rgb.png,559.9999389648438,559.9999389648438,799.4685668945312,799.4685668945312,38.603836453034795,38.603836453034795,38.603836453034795,0,ok,
